policy_id,customer_id,policy_start_date,policy_end_date,policy_type,product,sum_assured,annual_premium,premium_frequency,tenure_years,age,gender,region,smoking_status,bmi,vehicle_age,is_active
931,203,20:59.0,20:59.0,Auto,Comprehensive Auto,1440598,69392.19,Annual,9.7,57,Male,West,No,37.7,5,1
932,764,20:59.0,20:59.0,Auto,Own Damage,402621,9122.19,Annual,4.2,41,Female,South,No,38.5,10,1
933,1253,20:59.0,20:59.0,Property,Theft Protection,522697,13808.46,Annual,6.1,31,Female,West,Yes,16.6,,1
934,1700,20:59.0,20:59.0,Auto,Comprehensive Auto,781658,32412.8,Annual,10.7,43,Female,North,No,25.1,1,1
935,1251,20:59.0,20:59.0,Life,Endowment,1749163,50343.41,Quarterly,3.8,55,Female,North,No,15.6,,0
936,1683,20:59.0,20:59.0,Health,Family Floater,735493,26689.13,Monthly,12.6,40,Male,West,No,23.2,,1
937,1556,20:59.0,20:59.0,Auto,Third Party,817976,24997.41,Annual,11.7,39,Male,East,No,28.4,7,1
938,1465,20:59.0,20:59.0,Life,Whole Life,1728550,70841.07,Annual,14.6,65,Male,West,No,37.8,,1
939,1426,20:59.0,20:59.0,Auto,Comprehensive Auto,1468006,33751.8,Annual,18.8,74,Male,South,No,36.2,14,0
940,47,20:59.0,20:59.0,Health,Critical Illness,528705,9012.32,Annual,18.3,36,Female,East,Yes,18.2,,0
941,1257,20:59.0,20:59.0,Life,Term Life,352619,8990.91,Quarterly,19,63,Female,South,No,17.3,,1
942,1329,20:59.0,20:59.0,Health,Critical Illness,656954,20760.27,Quarterly,5.6,68,Male,West,No,29.7,,1
943,1550,20:59.0,20:59.0,Health,Family Floater,408766,8535.32,Annual,3.5,20,Male,East,No,28.3,,1
944,1167,20:59.0,20:59.0,Life,Term Life,1811592,49670.06,Annual,6.7,59,Female,South,No,21.7,,0
945,1439,20:59.0,20:59.0,Life,Endowment,1758569,50997.46,Annual,18,36,Female,West,Yes,37.5,,1
946,1537,20:59.0,20:59.0,Life,Endowment,1509096,25667.78,Quarterly,19.5,26,Male,West,No,38.2,,0
947,1397,20:59.0,20:59.0,Property,Fire Insurance,157573,5580.57,Annual,17.3,45,Female,East,No,25.1,,0
948,1590,20:59.0,20:59.0,Life,Term Life,1851756,85091.93,Monthly,3.1,37,Female,West,No,37.3,,1
949,1910,20:59.0,20:59.0,Life,Term Life,1931554,39231.8,Quarterly,19,62,Male,North,Yes,24.6,,1
950,1283,20:59.0,20:59.0,Life,Term Life,319152,11464.99,Annual,9,24,Male,South,No,33.4,,0
951,656,20:59.0,20:59.0,Life,Whole Life,360435,13792.36,Annual,1.2,31,Female,South,No,26.9,,1
952,471,20:59.0,20:59.0,Auto,Comprehensive Auto,208477,6186.91,Monthly,9.4,26,Female,West,No,18.1,8,1
953,1977,20:59.0,20:59.0,Property,Fire Insurance,1346717,53247.06,Annual,1.9,72,Female,West,No,38.2,,0
954,971,20:59.0,20:59.0,Health,Family Floater,348530,10238.28,Annual,11.3,74,Male,North,No,26.4,,0
955,1036,20:59.0,20:59.0,Life,Whole Life,1713773,55975.78,Annual,7.4,36,Male,East,No,33.4,,1
956,1354,20:59.0,20:59.0,Auto,Own Damage,1250475,19078.94,Monthly,10,64,Female,West,No,24.2,14,0
957,736,20:59.0,20:59.0,Auto,Comprehensive Auto,869472,34092.17,Quarterly,12.7,69,Female,West,No,15.5,6,1
958,784,20:59.0,20:59.0,Auto,Comprehensive Auto,1683218,64209.71,Quarterly,17.5,31,Male,West,No,17.5,3,0
959,968,20:59.0,20:59.0,Health,Family Floater,390687,6385.4,Monthly,13.6,73,Female,West,No,27.4,,1
960,358,20:59.0,20:59.0,Life,Whole Life,1641021,45766.03,Monthly,9.2,55,Female,South,No,32.2,,0
961,972,20:59.0,20:59.0,Property,Home Insurance,1065197,52478.12,Monthly,16.6,70,Female,West,No,23.4,,1
962,1432,20:59.0,20:59.0,Property,Fire Insurance,609603,18120.92,Annual,18.2,53,Female,South,No,32.4,,1
963,668,20:59.0,20:59.0,Auto,Comprehensive Auto,1396652,45486.29,Annual,3.3,57,Female,West,No,32.5,12,1
964,373,20:59.0,20:59.0,Health,Critical Illness,464380,21755.07,Quarterly,11.1,34,Male,East,No,32.6,,1
965,1032,20:59.0,20:59.0,Health,Family Floater,1768350,70918.2,Quarterly,6.4,47,Female,North,No,27.3,,1
966,1146,20:59.0,20:59.0,Health,Individual Health,1881533,66554.44,Quarterly,1.9,26,Male,East,No,37.9,,1
967,1372,20:59.0,20:59.0,Property,Fire Insurance,1998888,85798.6,Annual,13.7,50,Female,West,Yes,27.2,,0
968,676,20:59.0,20:59.0,Auto,Comprehensive Auto,1230594,55687.85,Quarterly,17.4,73,Male,West,No,26.3,12,1
969,90,20:59.0,20:59.0,Life,Term Life,851125,26377.29,Quarterly,4.1,69,Female,West,No,20,,1
970,1672,20:59.0,20:59.0,Property,Fire Insurance,339385,10734.34,Annual,16.4,42,Male,East,Yes,22.7,,1
971,698,20:59.0,20:59.0,Auto,Own Damage,951626,27132.55,Annual,17.2,31,Male,West,No,16.1,0,1
972,1340,20:59.0,20:59.0,Auto,Comprehensive Auto,145790,7119.61,Annual,18.4,28,Male,East,No,30.8,3,1
973,1202,20:59.0,20:59.0,Life,Term Life,983044,38732.74,Annual,6,70,Male,South,Yes,21.2,,1
974,540,20:59.0,20:59.0,Life,Term Life,646543,11581.4,Annual,18.2,52,Female,North,No,22.6,,1
975,732,20:59.0,20:59.0,Life,Endowment,1818693,82211.45,Annual,7.1,58,Female,North,No,34.3,,1
976,869,20:59.0,20:59.0,Health,Critical Illness,1270851,40437.97,Annual,11.5,31,Female,East,Yes,23.2,,1
977,41,20:59.0,20:59.0,Life,Whole Life,1815797,31606.46,Quarterly,2,47,Male,South,No,21.1,,1
978,740,20:59.0,20:59.0,Auto,Own Damage,1360015,46567.05,Quarterly,1.8,58,Male,East,No,19.2,3,1
979,1728,20:59.0,20:59.0,Life,Whole Life,1109926,32854.64,Monthly,14.7,21,Male,South,No,34.4,,1
980,1947,20:59.0,20:59.0,Auto,Third Party,1809448,82730.19,Annual,9.4,21,Male,West,Yes,18.2,7,0
981,502,20:59.0,20:59.0,Property,Theft Protection,368953,8168.55,Annual,5.9,45,Female,South,No,26.3,,1
982,959,20:59.0,20:59.0,Health,Family Floater,151894,6672.14,Monthly,4.6,25,Male,South,No,27.7,,1
983,1169,20:59.0,20:59.0,Property,Theft Protection,1458277,50338.42,Annual,13.7,19,Male,South,No,32.2,,1
984,1225,20:59.0,20:59.0,Property,Fire Insurance,486048,8219.73,Monthly,1,58,Male,North,No,30.8,,1
985,929,20:59.0,20:59.0,Auto,Own Damage,1654592,81099.14,Monthly,16.3,63,Male,South,No,35.3,3,1
986,1748,20:59.0,20:59.0,Property,Theft Protection,329720,10861.48,Annual,2.5,39,Female,West,Yes,16.1,,1
987,461,20:59.0,20:59.0,Auto,Third Party,1520793,38294.62,Monthly,4.6,58,Female,West,No,22.4,3,1
988,732,20:59.0,20:59.0,Life,Term Life,1619417,50897.04,Annual,8.3,73,Male,West,No,22,,0
989,752,20:59.0,20:59.0,Life,Whole Life,1181960,53217.78,Annual,10.2,72,Male,South,No,18.7,,1
990,925,20:59.0,20:59.0,Auto,Own Damage,1098966,28212.23,Quarterly,7.7,33,Male,East,No,22.2,12,1
991,909,20:59.0,20:59.0,Life,Term Life,1579327,34340.37,Annual,7.1,46,Male,East,No,22.7,,1
992,1582,20:59.0,20:59.0,Health,Family Floater,881868,17211.85,Monthly,19.3,66,Male,West,No,28,,1
993,1571,20:59.0,20:59.0,Property,Fire Insurance,1634433,41555.59,Annual,13.2,65,Female,North,No,31.6,,1
994,1277,20:59.0,20:59.0,Health,Family Floater,456245,19299.93,Annual,1.4,47,Female,East,Yes,24.5,,1
995,390,20:59.0,20:59.0,Property,Home Insurance,72490,2283.94,Annual,9.2,29,Female,South,No,33,,1
996,1618,20:59.0,20:59.0,Life,Endowment,882307,20259.41,Quarterly,17.6,52,Male,East,No,23.4,,0
997,883,20:59.0,20:59.0,Health,Family Floater,1592656,33153.48,Annual,6.7,28,Male,West,No,22.3,,1
998,256,20:59.0,20:59.0,Life,Whole Life,1890875,50383.37,Annual,2.8,63,Female,North,No,28.5,,1
999,709,20:59.0,20:59.0,Property,Fire Insurance,655108,31377.94,Monthly,15.4,67,Female,East,No,15.6,,0
1000,1839,20:59.0,20:59.0,Auto,Third Party,1460235,39435.01,Annual,12.5,38,Female,East,No,17,1,1
